ep_returns,ep_lens
259.15024118987424,355.55555555555554
293.2963023961632,400.0
256.60182922878624,355.55555555555554
293.5587027746223,400.0
260.2267198378065,355.55555555555554
293.1269109554521,400.0
291.6953676198068,400.0
294.6194676197896,400.0
293.9567700998875,400.0
292.54703037266535,400.0
295.1813402553803,400.0
295.1381326305037,400.0
259.9894413189863,355.55555555555554
293.80217978868075,400.0
294.68610849513607,400.0
260.551630745681,355.55555555555554
260.27297073969925,355.55555555555554
293.96457782313485,400.0
293.86997794789545,400.0
294.92791218560956,400.0
293.73751838705766,400.0
292.93044841494617,400.0
294.34236570892847,400.0
293.4153208752065,400.0
293.50339356080156,400.0
294.8736546532611,400.0
295.9034746337471,400.0
294.8568115086876,400.0
295.9865000339471,400.0
293.59681142274025,400.0
293.9842616680303,400.0
296.04439267073127,400.0
295.7548945827135,400.0
260.6743503605236,355.55555555555554
294.4179400092286,400.0
294.2061844781676,400.0
294.7971699675352,400.0
296.5006932401152,400.0
295.8978120298411,400.0
295.73365187262203,400.0
296.426066146632,400.0
294.4613767737176,400.0
296.3347157909917,400.0
296.12073687734005,400.0
296.09734955708717,400.0
260.886081224176,355.55555555555554
295.57563665172006,400.0
294.9378210501842,400.0
294.5620589869809,400.0
296.99524720653017,400.0
261.5895094219037,355.55555555555554
295.93684492973915,400.0
295.9342342514344,400.0
295.0365656773117,400.0
296.5567192213458,400.0
297.0207926584636,400.0
295.43585636338844,400.0
297.127089706858,400.0
296.8391534454505,400.0
297.1113976651566,400.0
297.1755974667996,400.0
294.0114696442607,400.0
295.1230318607828,400.0
296.13482740897257,400.0
298.18316138225464,400.0
295.9576327749429,400.0
297.1443719548673,400.0
295.5231247177327,400.0
297.21955742688226,400.0
297.3523498874118,400.0
298.9007073261438,400.0
298.205125124205,400.0
297.884859059876,400.0
262.0994118020041,355.55555555555554
297.6606503933514,400.0
297.0914909429666,400.0
298.51171170085047,400.0
296.7055880722858,400.0
295.47580975686424,400.0
296.1750397861307,400.0
298.8927643745776,400.0
298.1654525742157,400.0
297.3495617705157,400.0
298.4066729915241,400.0
297.5513241824405,400.0
296.6650827033342,400.0
296.92300348956576,400.0
262.2497400672362,355.55555555555554
297.63388642970693,400.0
297.8594532132895,400.0
297.6232243749023,400.0
299.03704205390943,400.0
298.8653546683371,400.0
297.4437981828045,400.0
297.02854556974313,400.0
299.21007869828725,400.0
297.94331376909906,400.0
298.0362621415489,400.0
298.47916075937906,400.0
297.9210928040611,400.0
297.1961205448664,400.0
298.1221925960152,400.0
299.0174174064799,400.0
297.58432855361013,400.0
297.1612883925017,400.0
297.4066102908782,400.0
297.98942256749456,400.0
299.2939681201165,400.0
298.87274916317045,400.0
298.8015207921752,400.0
298.89127908248395,400.0
298.14760942609695,400.0
298.5268831745548,400.0
298.1001960748742,400.0
299.1191574918265,400.0
298.6412602044893,400.0
297.5596760496356,400.0
298.22649526973737,400.0
298.3342153512317,400.0
298.9476290618885,400.0
297.6345129307973,400.0
298.07470183671387,400.0
298.1886187082416,400.0
298.34861233532786,400.0
299.0678793720007,400.0
300.3747930365169,400.0
298.5413107194188,400.0
299.57516728887754,400.0
298.11413458911204,400.0
299.13874500067504,400.0
300.1917657041022,400.0
298.1824689439833,400.0
298.49405963833647,400.0
300.5558189747888,400.0
298.85486578611227,400.0
266.2618932431879,355.55555555555554
299.196188391039,400.0
298.14733494433113,400.0
299.4813645514812,400.0
266.2002031301685,355.55555555555554
297.6841720488925,400.0
299.46292823013283,400.0
300.1801252074799,400.0
297.4491967840544,400.0
299.10694624934723,400.0
296.9480605228585,400.0
299.09073007627643,400.0
300.50677776749086,400.0
264.7338084030707,355.55555555555554
266.07843591164,355.55555555555554
300.21656347437636,400.0
300.0866122122507,400.0
299.8705545465748,400.0
299.3530645825625,400.0
300.06748965065697,400.0
300.39152439061223,400.0
299.5841848489295,400.0
299.0846661145381,400.0
300.0626304976852,400.0
267.1608969272934,355.55555555555554
299.8064070063493,400.0
300.82703724235466,400.0
299.3402284553284,400.0
301.28319692914397,400.0
299.6313779013326,400.0
300.9735805764698,400.0
300.2728669404566,400.0
300.70138443850726,400.0
300.25581744083,400.0
298.68918851485716,400.0
301.5532493911267,400.0
300.40132576791495,400.0
300.31844322216034,400.0
266.6674347346441,355.55555555555554
299.0027859622754,400.0
267.48083295013976,355.55555555555554
299.8868188155508,400.0
299.6894280313853,400.0
301.2332575686339,400.0
299.0996903425083,400.0
301.4085950180977,400.0
298.5223820386274,400.0
299.9243007598923,400.0
299.4416340434318,400.0
299.44639191985607,400.0
300.7707800293437,400.0
301.4947535727632,400.0
301.83559115064145,400.0
301.74657055979435,400.0
300.85713021833936,400.0
299.9186120848718,400.0
301.1393558817034,400.0
300.76865996218976,400.0
300.00172251332936,400.0
301.1465247228823,400.0
300.96318458204075,400.0
299.72731138469595,400.0
302.38672192276425,400.0
300.86693468298887,400.0
301.70828211586496,400.0
302.20475751543256,400.0
302.39277767506184,400.0
300.10812100452927,400.0
302.1625313493406,400.0
301.02776763158863,400.0
301.85571432673794,400.0
300.7834832718127,400.0
301.6150797614313,400.0
300.5002673708133,400.0
301.271722919912,400.0
301.6581865366437,400.0
301.64066551706907,400.0
301.2778133321082,400.0
302.27365470837594,400.0
303.4195910371583,400.0
300.8846647879242,400.0
301.5884697493852,400.0
302.1439800042017,400.0
302.6762539828123,400.0
302.36051070968904,400.0
301.4053673780548,400.0
302.93587267216463,400.0
303.08854022062275,400.0
302.13040133746233,400.0
303.4077469280831,400.0
302.1045418917404,400.0
301.5753384979832,400.0
302.0994410939798,400.0
302.15157338593406,400.0
303.68961811625013,400.0
301.5314947435834,400.0
302.09477623088424,400.0
302.6934261874316,400.0
303.1443023991443,400.0
302.79611690098307,400.0
302.7596872107463,400.0
302.1083511982719,400.0
301.9475374481846,400.0
302.60615101450367,400.0
302.40320077124187,400.0
303.61797298934187,400.0
302.6291240484433,400.0
302.42851617041526,400.0
302.6617212664215,400.0
302.9474357137591,400.0
299.7429791776744,400.0
301.14398085438904,400.0
301.6951351797077,400.0
301.53821600076765,400.0
301.0807396759142,400.0
302.454878477129,400.0
301.3399570473449,400.0
303.57903174782064,400.0
301.6360882729358,400.0
302.47745726928895,400.0
303.1695091745961,400.0
300.6634516013656,400.0
303.0010849661387,400.0
300.6380662259902,400.0
302.4752373761737,400.0
302.4092771268329,400.0
301.72775793337894,400.0
300.70247427718925,400.0
301.2057996316137,400.0
302.4972556795862,400.0
301.7956331189963,400.0
302.98988897848824,400.0
303.51826051447637,400.0
303.9972542393757,400.0
303.19262895896884,400.0
302.9052117659354,400.0
302.98156231935064,400.0
303.089198523147,400.0
303.078604400063,400.0
304.34798219890376,400.0
301.48640114155677,400.0
303.6690480367864,400.0
303.708411884503,400.0
303.5010605927565,400.0
304.6010075973316,400.0
302.13955067737834,400.0
303.70015436699475,400.0
303.8938065858431,400.0
303.79981366841366,400.0
303.2308456601327,400.0
303.09859038500696,400.0
303.00305337474697,400.0
303.1229813229122,400.0
303.2790008173804,400.0
304.25685104858246,400.0
303.87016008883313,400.0
303.81482565994617,400.0
302.5539725893824,400.0
302.56384520348934,400.0
303.5841498428484,400.0
302.95933490658683,400.0
303.0461056132689,400.0
303.92877105186454,400.0
303.2263060730659,400.0
303.14362491928466,400.0
304.1141143263675,400.0
303.91870368737926,400.0
302.6917720290029,400.0
270.4734623316538,355.55555555555554
303.82655065821666,400.0
303.36345130186567,400.0
304.1096457265408,400.0
303.45204835131784,400.0
303.7748440521369,400.0
304.0374431064324,400.0
304.4965013771244,400.0
304.69695322396456,400.0
304.0037243111407,400.0
304.23772710610416,400.0
304.81625619206113,400.0
304.0831332734836,400.0
304.44117104875045,400.0
305.33714877114596,400.0
304.0816723605773,400.0
303.4005137129513,400.0
304.48634548155627,400.0
303.920178991395,400.0
303.3905052144571,400.0
304.34556024117063,400.0
304.1349311376632,400.0
304.536763004804,400.0
304.83936395730785,400.0
304.75248245224503,400.0
303.5227360108976,400.0
304.76744188631744,400.0
303.9411682023897,400.0
304.64095752925925,400.0
304.37082701658267,400.0
305.4207461008009,400.0
305.01695530665495,400.0
305.0062517668913,400.0
304.218398994542,400.0
305.04661520343126,400.0
304.8697331850689,400.0
303.59162162603513,400.0
305.16044999248817,400.0
305.3318446110428,400.0
303.30899857843144,400.0
304.7155272746168,400.0
304.8599954819402,400.0
304.7639532730408,400.0
304.89681223232725,400.0
304.83127765414457,400.0
271.41671662578574,355.55555555555554
305.4129149653656,400.0
305.0577424089952,400.0
304.96775477441213,400.0
305.3056199270342,400.0
304.6429202290825,400.0
305.2508079774285,400.0
304.82809888535405,400.0
305.3204509440004,400.0
305.7752275120376,400.0
305.05419304391984,400.0
305.340255556983,400.0
304.7289127261323,400.0
305.92294711503763,400.0
305.77721561654835,400.0
306.18114700606924,400.0
304.99758693783224,400.0
305.3513043966535,400.0
305.78297787877295,400.0
305.3514794640711,400.0
305.3101970283393,400.0
303.8583026770923,400.0
304.60590943539523,400.0
305.6696966548473,400.0
305.86314282791284,400.0
304.5266655784318,400.0
306.08241010924786,400.0
305.53319091471997,400.0
305.8794938113283,400.0
305.5739147873248,400.0
305.543070029658,400.0
271.8017905187674,355.55555555555554
305.53439100593323,400.0
306.5618420467679,400.0
305.7978884977413,400.0
304.7836375210257,400.0
305.64768447589074,400.0
305.0038896382731,400.0
305.7601231502132,400.0
306.22844604520805,400.0
304.679600216348,400.0
305.99720318208745,400.0
305.4002119578672,400.0
304.50430364391406,400.0
305.3509818699161,400.0
304.641654896186,400.0
305.5237044122627,400.0
306.8277048952146,400.0
306.2074213295335,400.0
305.70738815374807,400.0
305.7218022350511,400.0
306.3852291812256,400.0
306.26590156234477,400.0
305.77574171797716,400.0
307.08608828959495,400.0
306.7398075754947,400.0
306.40866650241696,400.0
305.7969947860993,400.0
305.5473661342292,400.0
305.99937493989046,400.0
306.219716391887,400.0
306.0565169926614,400.0
305.8424958238096,400.0
305.3772677389413,400.0
305.6989826240034,400.0
305.8672462947876,400.0
306.73577153255854,400.0
305.90269832358797,400.0
271.3846134733703,355.55555555555554
305.4728926971136,400.0
305.1744694175163,400.0
305.5932195250091,400.0
244.1713956378864,320.0
305.4043562362705,400.0
304.56186441194995,400.0
306.805625924755,400.0
305.5156205739867,400.0
244.89826137044588,320.0
271.098354099053,355.55555555555554
306.53666608595825,400.0
306.0072227157357,400.0
306.47091960225305,400.0
271.83470260033926,355.55555555555554
306.47965852407657,400.0
306.36273841224505,400.0
272.0306542023112,355.55555555555554
304.10107145913685,400.0
271.7762240734996,355.55555555555554
305.8371224603398,400.0
272.02848764229503,355.55555555555554
305.614598971472,400.0
306.3663294738027,400.0
306.4872014079802,400.0
307.2582122035826,400.0
306.7969782730654,400.0
306.3706276934297,400.0
307.5514373809776,400.0
306.41736597770125,400.0
305.275370836436,400.0
306.00255963946836,400.0
306.61695660024077,400.0
306.01484118703456,400.0
305.058197507976,400.0
306.53477642482886,400.0
307.2624138345352,400.0
305.68956743725363,400.0
306.3517815233074,400.0
306.8226915721601,400.0
306.2215307512443,400.0
306.92629879290223,400.0
306.2743940875109,400.0
306.57371989344836,400.0
306.9798143459653,400.0
306.68360143286225,400.0
306.34536221393114,400.0
306.44339435848883,400.0
306.43494469674033,400.0
306.6114961147424,400.0
307.0106720867841,400.0
307.1793878886556,400.0
306.67620406465585,400.0
307.46385956412314,400.0
306.8374621669423,400.0
305.6649740656214,400.0
306.0070406196039,400.0
307.20285513376734,400.0
307.0405978992401,400.0
306.2636235596418,400.0
306.7601809062613,400.0
306.69075531482144,400.0
307.11140020793613,400.0
307.02074995743294,400.0
307.10636090518597,400.0
307.2125301082497,400.0
306.25355264433404,400.0
306.6893957446255,400.0
306.52213728188985,400.0
306.1485505142434,400.0
306.66482328671157,400.0
306.7047260529919,400.0
307.4683573802036,400.0
307.3765500591254,400.0
306.96208024214377,400.0
306.89772788301315,400.0
306.9302074493096,400.0
307.0577841265457,400.0
306.97568271981356,400.0
307.13924500858457,400.0
306.5047053067185,400.0
306.7693003512346,400.0
307.43951230686685,400.0
306.2692687119979,400.0
307.83523163074676,400.0
307.21760062983833,400.0
307.7184839984401,400.0
307.3005129125279,400.0
308.0578482825217,400.0
307.4833682528923,400.0
307.9159958537904,400.0
307.1478586395917,400.0
308.28235731060784,400.0
306.6750692627046,400.0
307.88949289841145,400.0
307.79778115522856,400.0
306.6810260911936,400.0
307.4344740424234,400.0
307.3189848686044,400.0
308.06665541676495,400.0
307.54629057741533,400.0
307.6863409421718,400.0
307.09683811937407,400.0
307.85137012414395,400.0
307.97116588246956,400.0
307.6705868748055,400.0
308.0800705479449,400.0
308.1534369068455,400.0
307.6174299383056,400.0
307.99903051101865,400.0
308.4180995373714,400.0
308.33424600849037,400.0
307.7990110240314,400.0
307.5703457031222,400.0
307.8707996347993,400.0
308.21937515582846,400.0
308.1256969998809,400.0
307.75882789575707,400.0
307.94354572856014,400.0
307.74824458758155,400.0
307.1936910262531,400.0
307.8387204161379,400.0
308.0520719931271,400.0
307.88202377886086,400.0
307.6961601698256,400.0
308.1092283810247,400.0
308.50523661117245,400.0
308.3080331465809,400.0
307.88227017755383,400.0
308.2113809859706,400.0
307.87587137564856,400.0
308.5995099403347,400.0
307.619623930811,400.0
308.42216899089715,400.0
308.71121620722107,400.0
307.8079426902261,400.0
308.74160212545394,400.0
308.3235371698048,400.0
308.19139381093476,400.0
307.9803882450908,400.0
307.6092165696748,400.0
308.5632957144029,400.0
308.3698279098431,400.0
309.2207108743719,400.0
308.307178560152,400.0
307.0953278189537,400.0
308.4900565767575,400.0
308.29453098503126,400.0
307.94420610956445,400.0
308.22868379196615,400.0
307.9436989766317,400.0
307.92053086179936,400.0
273.9147012948108,355.55555555555554
307.15663172315703,400.0
308.85584246779763,400.0
308.21470484274124,400.0
308.37155126892856,400.0
308.621236353138,400.0
308.79495966824396,400.0
308.41391068455926,400.0
308.42044512417596,400.0
309.1158626360475,400.0
308.68457235130705,400.0
307.9879456385478,400.0
308.5149096022553,400.0
309.0395702574489,400.0
308.18262497425064,400.0
308.6659266055182,400.0
308.1712689839238,400.0
307.16836222534903,400.0
305.7773112559779,400.0
307.77517800974425,400.0
308.55331277951603,400.0
308.0573457028826,400.0
308.1591612711743,400.0
307.90641860307386,400.0
308.4649131157654,400.0
308.10224744496804,400.0
308.0543116140657,400.0
307.6435071013193,400.0
308.4283746874433,400.0
308.66075228440224,400.0
307.55376243632924,400.0
307.54459288076225,400.0
307.84766037290143,400.0
306.7679743725117,400.0
308.9608623497406,400.0
307.9056070657724,400.0
307.91536521422336,400.0
307.12115682000217,400.0
308.03293787693417,400.0
308.3166671758943,400.0
306.80768970677934,400.0
307.72481229878827,400.0
308.20256906300904,400.0
308.56716647836777,400.0
307.9752285955201,400.0
306.67567901732366,400.0
308.30074115694265,400.0
307.86309283829667,400.0
307.597799325752,400.0
308.0470945285315,400.0
308.0172993843883,400.0
307.3272366716676,400.0
308.1988996710072,400.0
307.3191173841024,400.0
308.2683751870452,400.0
307.1944887097348,400.0
308.06458181439825,400.0
307.33882234937437,400.0
307.13770603472904,400.0
307.3059981599171,400.0
307.7297528691777,400.0
307.20466599552105,400.0
307.0478028195288,400.0
308.2677278825063,400.0
308.7296890013715,400.0
307.45614511900186,400.0
308.15685249314015,400.0
307.18031448514125,400.0
307.3941749989812,400.0
308.4947392210432,400.0
308.53991967474,400.0
308.9801865720045,400.0
308.31528133357733,400.0
308.44019492310105,400.0
309.0479870559554,400.0
307.9458539714102,400.0
308.7447282902008,400.0
307.73132482084503,400.0
308.8987710688992,400.0
308.67342238346146,400.0
308.2216007374765,400.0
308.2650666821869,400.0
308.8854711536643,400.0
308.4123799361718,400.0
309.32505849064887,400.0
307.9606280217604,400.0
308.543542608043,400.0
308.71607390533103,400.0
308.29021059981574,400.0
308.60605940003944,400.0
308.55253503880664,400.0
308.237369255062,400.0
308.23726846885023,400.0
307.45168314536295,400.0
308.6436933704215,400.0
308.63903408093125,400.0
273.26831877441214,355.55555555555554
307.9612907266678,400.0
308.1329496962229,400.0
308.0320759073821,400.0
308.1170589869661,400.0
308.2021144154567,400.0
308.64900255785403,400.0
308.1398611585042,400.0
308.3717991167535,400.0
308.4646551721841,400.0
307.42195013110904,400.0
308.65909229762696,400.0
306.97346340596323,400.0
308.24859901171493,400.0
308.57849628168566,400.0
308.626611067268,400.0
307.97431466532566,400.0
308.70943546590684,400.0
307.50514019725176,400.0
309.0138065952882,400.0
308.3538786759315,400.0
308.14075499898786,400.0
308.7438833708941,400.0
308.60126864505963,400.0
307.5378663849019,400.0
307.6246492912102,400.0
308.1686619170516,400.0
307.8874778181101,400.0
308.3667211864605,400.0
308.45412931737746,400.0
308.4566353413254,400.0
307.78823568939873,400.0
308.69713822858836,400.0
308.31402850565746,400.0
308.5132537623871,400.0
308.1540365686617,400.0
307.9639068788528,400.0
308.1411206828237,400.0
308.64728913283375,400.0
308.0135226867685,400.0
307.9488607699652,400.0
308.0094213056273,400.0
308.4796754372744,400.0
307.99245765062807,400.0
307.9554590497894,400.0
308.21692478861723,400.0
307.94119983374287,400.0
307.5614837264708,400.0
308.07778314928294,400.0
308.2175212277906,400.0
307.5195785218599,400.0
307.85897946107906,400.0
308.3141613299969,400.0
308.7091599328029,400.0
306.908893479363,400.0
308.47160566811135,400.0
308.1247483998917,400.0
308.10167576297493,400.0
308.8833384232614,400.0
308.5503181619499,400.0
306.7511654461782,400.0
307.71578458213816,400.0
308.2016527798329,400.0
307.7039715616197,400.0
308.00601842843804,400.0
307.8559583160194,400.0
308.5476955331616,400.0
308.5858477566164,400.0
308.5099854887064,400.0
308.9310675377391,400.0
308.54244252538933,400.0
309.0728570838752,400.0
308.25687577972246,400.0
307.7583729226466,400.0
308.48857378942193,400.0
307.805096242281,400.0
307.9657963958306,400.0
307.8167399776112,400.0
308.8161779259341,400.0
308.75239186545855,400.0
307.51176167797234,400.0
308.15606979828453,400.0
307.2583638487783,400.0
307.5729229830509,400.0
307.8683748330679,400.0
306.81850713559714,400.0
308.5372004080515,400.0
308.617297729603,400.0
307.8134134117422,400.0
307.42552076428296,400.0
307.7964189748618,400.0
308.92971805017936,400.0
308.5449644709947,400.0
308.43307379705504,400.0
309.4437774644298,400.0
308.5816815118191,400.0
307.4723090893526,400.0
307.69728899579275,400.0
307.4311985269745,400.0
307.53298843766805,400.0
308.2857665694039,400.0
308.67594395027663,400.0
308.77008353535695,400.0
307.75116289313064,400.0
307.5338841713476,400.0
308.7215189583529,400.0
308.26672031435635,400.0
308.2182526552375,400.0
307.9021230530069,400.0
307.6441047374319,400.0
307.2134805755037,400.0
306.5062000602344,400.0
307.54028275759526,400.0
307.84732600271747,400.0
307.9020578707776,400.0
307.9654478550742,400.0
308.27071992187496,400.0
308.5936600395262,400.0
308.21944318356867,400.0
308.7070665977073,400.0
308.4193897601042,400.0
307.824256844996,400.0
309.0456453249401,400.0
307.2432713675973,400.0
306.43114797035855,400.0
307.8432375829055,400.0
308.02165036218975,400.0
308.7589177193777,400.0
308.1820450087785,400.0
308.1242184748379,400.0
308.1243166057045,400.0
308.7258994594383,400.0
307.60749300315,400.0
308.34267930361267,400.0
307.6434451559594,400.0
307.62385832625336,400.0
308.1998089740265,400.0
308.61806334094365,400.0
307.1963559625965,400.0
308.21649907717625,400.0
308.09681377273716,400.0
308.4371064764328,400.0
306.91353863194274,400.0
306.07928867767646,400.0
306.4560339386629,400.0
307.9816633445479,400.0
307.5321004990008,400.0
308.08748837665325,400.0
308.32429187067567,400.0
307.99264222129784,400.0
308.82403549342916,400.0
308.1478029973259,400.0
308.17317340027273,400.0
307.9132534855354,400.0
307.5324971361133,400.0
307.9653771364795,400.0
308.09225868140123,400.0
307.4990927227842,400.0
307.7415787316459,400.0
308.1754486429743,400.0
307.31100076313453,400.0
307.28453818128094,400.0
307.9847227689045,400.0
307.9273003997706,400.0
308.0536078332269,400.0
308.652689957622,400.0
307.2204349819329,400.0
308.0193382264651,400.0
307.8106104002412,400.0
307.68418314913225,400.0
307.26713171317596,400.0
306.1037204550486,400.0
307.65251578087185,400.0
308.03170076309993,400.0
307.8454163422199,400.0
307.7458648111044,400.0
308.15919699473636,400.0
307.6124590915169,400.0
308.3863421124206,400.0
308.08816900812207,400.0
307.58437191948735,400.0
308.20885999863754,400.0
306.5237225730539,400.0
308.00568864686363,400.0
307.8401789073518,400.0
309.0889472709514,400.0
308.5523568390084,400.0
308.85383426196574,400.0
308.63610343572475,400.0
307.8939191359865,400.0
308.7958457744034,400.0
308.25677923486273,400.0
308.4077051414106,400.0
308.49204577388264,400.0
308.8953128185782,400.0
308.8319765718522,400.0
309.0868812310712,400.0
307.54442129184685,400.0
307.18079210981523,400.0
307.61120922939585,400.0
308.2747558112875,400.0
308.25245149832597,400.0
308.786464851568,400.0
307.91896592020316,400.0
308.6227626959244,400.0
308.75400014279023,400.0
308.4159568693257,400.0
308.8115487752276,400.0
308.28799998808506,400.0
308.7074020676976,400.0
309.3094477358442,400.0
308.74936108080703,400.0
309.37971363102304,400.0
309.1397184988006,400.0
308.4239637163672,400.0
308.7619979176002,400.0
309.16581744627695,400.0
308.95328350327543,400.0
308.69576924028655,400.0
307.3704487513678,400.0

python = 3.10
